Game_Date,Home_Team,Away_Team,Halftime_Score_Home,Halftime_Score_Away,Final_Score_Home,Final_Score_Away,Game_URL
"10:00 PM, March 3, 2023",GSW,NOP,54,57,108,99,https://www.basketball-reference.com/boxscores/202303030GSW.html
"10:30 PM, March 3, 2023",LAL,MIN,55,56,102,110,https://www.basketball-reference.com/boxscores/202303030LAL.html
"8:00 PM, March 3, 2023",MIA,NYK,56,71,120,122,https://www.basketball-reference.com/boxscores/202303030MIA.html
"8:00 PM, March 3, 2023",OKC,UTA,67,52,130,103,https://www.basketball-reference.com/boxscores/202303030OKC.html
"10:00 PM, March 3, 2023",SAC,LAC,68,63,128,127,https://www.basketball-reference.com/boxscores/202303030SAC.html
"7:30 PM, March 4, 2023",CLE,DET,54,45,114,90,https://www.basketball-reference.com/boxscores/202303040CLE.html
"8:00 PM, March 4, 2023",MIA,ATL,66,49,117,109,https://www.basketball-reference.com/boxscores/202303040MIA.html
"8:30 PM, March 4, 2023",MIL,PHI,59,53,130,133,https://www.basketball-reference.com/boxscores/202303040MIL.html
"10:00 PM, March 4, 2023",SAC,MIN,64,74,134,138,https://www.basketball-reference.com/boxscores/202303040SAC.html
"8:00 PM, March 4, 2023",SAS,HOU,68,70,110,122,https://www.basketball-reference.com/boxscores/202303040SAS.html
"5:00 PM, March 4, 2023",WAS,TOR,53,53,109,116,https://www.basketball-reference.com/boxscores/202303040WAS.html
"7:30 PM, March 5, 2023",BOS,NYK,61,54,129,131,https://www.basketball-reference.com/boxscores/202303050BOS.html
"6:00 PM, March 5, 2023",BRK,CHO,70,41,102,86,https://www.basketball-reference.com/boxscores/202303050BRK.html
"3:30 PM, March 5, 2023",CHI,IND,60,67,122,125,https://www.basketball-reference.com/boxscores/202303050CHI.html
"1:00 PM, March 5, 2023",DAL,PHO,62,59,126,130,https://www.basketball-reference.com/boxscores/202303050DAL.html
"7:00 PM, March 5, 2023",HOU,SAS,73,63,142,110,https://www.basketball-reference.com/boxscores/202303050HOU.html
"10:00 PM, March 5, 2023",LAC,MEM,67,61,135,129,https://www.basketball-reference.com/boxscores/202303050LAC.html
"3:30 PM, March 5, 2023",LAL,GSW,55,54,113,105,https://www.basketball-reference.com/boxscores/202303050LAL.html
"7:00 PM, March 5, 2023",OKC,UTA,70,51,129,119,https://www.basketball-reference.com/boxscores/202303050OKC.html
"6:00 PM, March 5, 2023",ORL,POR,56,58,119,122,https://www.basketball-reference.com/boxscores/202303050ORL.html
"7:30 PM, March 5, 2023",WAS,MIL,48,59,111,117,https://www.basketball-reference.com/boxscores/202303050WAS.html
"7:00 PM, March 6, 2023",CLE,BOS,56,68,118,114,https://www.basketball-reference.com/boxscores/202303060CLE.html
"9:00 PM, March 6, 2023",DEN,TOR,58,61,118,113,https://www.basketball-reference.com/boxscores/202303060DEN.html
"7:00 PM, March 6, 2023",DET,POR,51,59,104,110,https://www.basketball-reference.com/boxscores/202303060DET.html
"7:00 PM, March 6, 2023",IND,PHI,79,78,143,147,https://www.basketball-reference.com/boxscores/202303060IND.html
"7:30 PM, March 6, 2023",MIA,ATL,63,68,130,128,https://www.basketball-reference.com/boxscores/202303060MIA.html
"10:00 PM, March 6, 2023",SAC,NOP,59,59,123,108,https://www.basketball-reference.com/boxscores/202303060SAC.html
"8:30 PM, March 7, 2023",DAL,UTA,59,59,120,116,https://www.basketball-reference.com/boxscores/202303070DAL.html
"7:00 PM, March 7, 2023",DET,WAS,58,53,117,119,https://www.basketball-reference.com/boxscores/202303070DET.html
"8:00 PM, March 7, 2023",HOU,BRK,54,59,96,118,https://www.basketball-reference.com/boxscores/202303070HOU.html
"10:00 PM, March 7, 2023",LAL,MEM,56,57,112,103,https://www.basketball-reference.com/boxscores/202303070LAL.html
"7:30 PM, March 7, 2023",MIN,PHI,45,58,94,117,https://www.basketball-reference.com/boxscores/202303070MIN.html
"7:30 PM, March 7, 2023",NYK,CHO,66,50,105,112,https://www.basketball-reference.com/boxscores/202303070NYK.html
"8:00 PM, March 7, 2023",OKC,GSW,68,64,137,128,https://www.basketball-reference.com/boxscores/202303070OKC.html
"7:00 PM, March 7, 2023",ORL,MIL,60,70,123,134,https://www.basketball-reference.com/boxscores/202303070ORL.html
"7:30 PM, March 8, 2023",BOS,POR,60,45,115,93,https://www.basketball-reference.com/boxscores/202303080BOS.html
"9:00 PM, March 8, 2023",DEN,CHI,52,51,96,117,https://www.basketball-reference.com/boxscores/202303080DEN.html
"10:00 PM, March 8, 2023",LAC,TOR,49,49,108,100,https://www.basketball-reference.com/boxscores/202303080LAC.html
"7:30 PM, March 8, 2023",MIA,CLE,53,57,100,104,https://www.basketball-reference.com/boxscores/202303080MIA.html
"7:30 PM, March 8, 2023",NOP,DAL,59,43,113,106,https://www.basketball-reference.com/boxscores/202303080NOP.html
"9:00 PM, March 8, 2023",PHO,OKC,60,52,132,101,https://www.basketball-reference.com/boxscores/202303080PHO.html
"7:00 PM, March 8, 2023",WAS,ATL,61,58,120,122,https://www.basketball-reference.com/boxscores/202303080WAS.html
"7:00 PM, March 9, 2023",DET,CHO,50,59,103,113,https://www.basketball-reference.com/boxscores/202303090DET.html
"7:00 PM, March 9, 2023",IND,HOU,64,58,134,125,https://www.basketball-reference.com/boxscores/202303090IND.html
"7:30 PM, March 9, 2023",MEM,GSW,77,59,131,110,https://www.basketball-reference.com/boxscores/202303090MEM.html
"8:00 PM, March 9, 2023",MIL,BRK,64,47,118,113,https://www.basketball-reference.com/boxscores/202303090MIL.html
"7:00 PM, March 9, 2023",ORL,UTA,56,64,124,131,https://www.basketball-reference.com/boxscores/202303090ORL.html
"10:00 PM, March 9, 2023",SAC,NYK,69,53,122,117,https://www.basketball-reference.com/boxscores/202303090SAC.html
"10:30 PM, March 10, 2023",LAL,TOR,70,62,122,112,https://www.basketball-reference.com/boxscores/202303100LAL.html
"8:00 PM, March 10, 2023",MIA,CLE,50,59,119,115,https://www.basketball-reference.com/boxscores/202303100MIA.html
"8:00 PM, March 10, 2023",MIN,BRK,68,60,123,124,https://www.basketball-reference.com/boxscores/202303100MIN.html
"7:00 PM, March 10, 2023",PHI,POR,56,71,120,119,https://www.basketball-reference.com/boxscores/202303100PHI.html
"8:00 PM, March 10, 2023",SAS,DEN,68,67,128,120,https://www.basketball-reference.com/boxscores/202303100SAS.html
"7:00 PM, March 10, 2023",WAS,ATL,50,56,107,114,https://www.basketball-reference.com/boxscores/202303100WAS.html
"7:30 PM, March 11, 2023",ATL,BOS,61,71,125,134,https://www.basketball-reference.com/boxscores/202303110ATL.html
"7:00 PM, March 11, 2023",CHO,UTA,49,58,111,119,https://www.basketball-reference.com/boxscores/202303110CHO.html
"7:00 PM, March 11, 2023",DET,IND,57,69,115,121,https://www.basketball-reference.com/boxscores/202303110DET.html
"8:30 PM, March 11, 2023",GSW,MIL,50,49,125,116,https://www.basketball-reference.com/boxscores/202303110GSW.html
"8:00 PM, March 11, 2023",HOU,CHI,55,54,111,119,https://www.basketball-reference.com/boxscores/202303110HOU.html
"4:00 PM, March 11, 2023",LAC,NYK,47,49,106,95,https://www.basketball-reference.com/boxscores/202303110LAC.html
"8:00 PM, March 11, 2023",MEM,DAL,56,50,112,108,https://www.basketball-reference.com/boxscores/202303110MEM.html
"8:30 PM, March 11, 2023",NOP,OKC,44,63,96,110,https://www.basketball-reference.com/boxscores/202303110NOP.html
"7:00 PM, March 11, 2023",ORL,MIA,58,55,126,114,https://www.basketball-reference.com/boxscores/202303110ORL.html
"9:00 PM, March 11, 2023",PHO,SAC,59,67,119,128,https://www.basketball-reference.com/boxscores/202303110PHO.html
"5:00 PM, March 12, 2023",CHO,CLE,59,52,108,114,https://www.basketball-reference.com/boxscores/202303120CHO.html
"3:30 PM, March 12, 2023",DEN,BRK,69,61,120,122,https://www.basketball-reference.com/boxscores/202303120DEN.html
"9:00 PM, March 12, 2023",LAL,NYK,59,62,108,112,https://www.basketball-reference.com/boxscores/202303120LAL.html
"7:00 PM, March 12, 2023",NOP,POR,74,54,127,110,https://www.basketball-reference.com/boxscores/202303120NOP.html
"6:00 PM, March 12, 2023",PHI,WAS,55,50,112,93,https://www.basketball-reference.com/boxscores/202303120PHI.html
"7:00 PM, March 12, 2023",SAS,OKC,47,52,90,102,https://www.basketball-reference.com/boxscores/202303120SAS.html
"7:30 PM, March 13, 2023",ATL,MIN,52,76,115,136,https://www.basketball-reference.com/boxscores/202303130ATL.html
"7:30 PM, March 13, 2023",DAL,MEM,50,49,88,104,https://www.basketball-reference.com/boxscores/202303130DAL.html
"7:00 PM, March 13, 2023",DET,IND,67,49,117,97,https://www.basketball-reference.com/boxscores/202303130DET.html
"10:00 PM, March 13, 2023",GSW,PHO,75,58,123,112,https://www.basketball-reference.com/boxscores/202303130GSW.html
"8:00 PM, March 13, 2023",HOU,BOS,62,55,111,109,https://www.basketball-reference.com/boxscores/202303130HOU.html
"7:30 PM, March 13, 2023",MIA,UTA,56,57,119,115,https://www.basketball-reference.com/boxscores/202303130MIA.html
"10:00 PM, March 13, 2023",SAC,MIL,62,53,124,133,https://www.basketball-reference.com/boxscores/202303130SAC.html
"7:00 PM, March 14, 2023",CHO,CLE,48,63,104,120,https://www.basketball-reference.com/boxscores/202303140CHO.html
"8:00 PM, March 14, 2023",NOP,LAL,40,75,108,123,https://www.basketball-reference.com/boxscores/202303140NOP.html
"8:00 PM, March 14, 2023",OKC,BRK,52,62,121,107,https://www.basketball-reference.com/boxscores/202303140OKC.html
"10:00 PM, March 14, 2023",PHO,MIL,48,57,104,116,https://www.basketball-reference.com/boxscores/202303140PHO.html
"8:00 PM, March 14, 2023",SAS,ORL,67,61,132,114,https://www.basketball-reference.com/boxscores/202303140SAS.html
"7:30 PM, March 14, 2023",TOR,DEN,72,56,125,110,https://www.basketball-reference.com/boxscores/202303140TOR.html
"7:00 PM, March 14, 2023",WAS,DET,61,45,117,97,https://www.basketball-reference.com/boxscores/202303140WAS.html
"8:00 PM, March 15, 2023",CHI,SAC,58,48,114,117,https://www.basketball-reference.com/boxscores/202303150CHI.html
"8:00 PM, March 15, 2023",HOU,LAL,62,48,114,110,https://www.basketball-reference.com/boxscores/202303150HOU.html
"10:00 PM, March 15, 2023",LAC,GSW,61,58,134,126,https://www.basketball-reference.com/boxscores/202303150LAC.html
"7:30 PM, March 15, 2023",MIA,MEM,63,51,138,119,https://www.basketball-reference.com/boxscores/202303150MIA.html
"8:00 PM, March 15, 2023",MIN,BOS,43,44,102,104,https://www.basketball-reference.com/boxscores/202303150MIN.html
"8:30 PM, March 15, 2023",SAS,DAL,62,60,128,137,https://www.basketball-reference.com/boxscores/202303150SAS.html
"7:30 PM, March 16, 2023",BRK,SAC,41,54,96,101,https://www.basketball-reference.com/boxscores/202303160BRK.html
"7:00 PM, March 16, 2023",DET,DEN,64,58,100,119,https://www.basketball-reference.com/boxscores/202303160DET.html
"8:00 PM, March 16, 2023",MIL,IND,64,55,123,139,https://www.basketball-reference.com/boxscores/202303160MIL.html
"10:00 PM, March 16, 2023",PHO,ORL,63,58,116,113,https://www.basketball-reference.com/boxscores/202303160PHO.html
"7:30 PM, March 17, 2023",ATL,GSW,71,66,127,119,https://www.basketball-reference.com/boxscores/202303170ATL.html
"8:00 PM, March 17, 2023",CHI,MIN,54,59,139,131,https://www.basketball-reference.com/boxscores/202303170CHI.html
"7:00 PM, March 17, 2023",CHO,PHI,54,66,82,121,https://www.basketball-reference.com/boxscores/202303170CHO.html
"7:30 PM, March 17, 2023",CLE,WAS,61,44,117,94,https://www.basketball-reference.com/boxscores/202303170CLE.html
"8:00 PM, March 17, 2023",HOU,NOP,49,54,114,112,https://www.basketball-reference.com/boxscores/202303170HOU.html
"10:30 PM, March 17, 2023",LAL,DAL,54,62,110,111,https://www.basketball-reference.com/boxscores/202303170LAL.html
"10:00 PM, March 17, 2023",POR,BOS,48,63,112,126,https://www.basketball-reference.com/boxscores/202303170POR.html
"8:00 PM, March 17, 2023",SAS,MEM,69,46,120,126,https://www.basketball-reference.com/boxscores/202303170SAS.html
"8:00 PM, March 18, 2023",CHI,MIA,70,45,113,99,https://www.basketball-reference.com/boxscores/202303180CHI.html
"7:00 PM, March 18, 2023",IND,PHI,61,72,121,141,https://www.basketball-reference.com/boxscores/202303180IND.html
"3:00 PM, March 18, 2023",LAC,ORL,55,57,108,113,https://www.basketball-reference.com/boxscores/202303180LAC.html
"8:00 PM, March 18, 2023",MEM,GSW,71,59,133,119,https://www.basketball-reference.com/boxscores/202303180MEM.html
"1:00 PM, March 18, 2023",NYK,DEN,62,67,116,110,https://www.basketball-reference.com/boxscores/202303180NYK.html
"7:00 PM, March 18, 2023",TOR,MIN,66,58,122,107,https://www.basketball-reference.com/boxscores/202303180TOR.html
"9:00 PM, March 18, 2023",UTA,BOS,57,64,118,117,https://www.basketball-reference.com/boxscores/202303180UTA.html
"8:00 PM, March 18, 2023",WAS,SAC,60,71,118,132,https://www.basketball-reference.com/boxscores/202303180WAS.html
"3:30 PM, March 19, 2023",BRK,DEN,48,63,102,108,https://www.basketball-reference.com/boxscores/202303190BRK.html
"6:00 PM, March 19, 2023",DET,MIA,47,52,100,112,https://www.basketball-reference.com/boxscores/202303190DET.html
"7:00 PM, March 19, 2023",HOU,NOP,44,64,107,117,https://www.basketball-reference.com/boxscores/202303190HOU.html
"9:30 PM, March 19, 2023",LAL,ORL,59,49,111,105,https://www.basketball-reference.com/boxscores/202303190LAL.html
"8:00 PM, March 19, 2023",MIL,TOR,58,56,118,111,https://www.basketball-reference.com/boxscores/202303190MIL.html
"3:30 PM, March 19, 2023",OKC,PHO,57,69,124,120,https://www.basketball-reference.com/boxscores/202303190OKC.html
"9:00 PM, March 19, 2023",POR,LAC,55,59,102,117,https://www.basketball-reference.com/boxscores/202303190POR.html
"4:00 PM, March 19, 2023",SAS,ATL,61,83,126,118,https://www.basketball-reference.com/boxscores/202303190SAS.html
"7:00 PM, March 20, 2023",CHO,IND,58,66,115,109,https://www.basketball-reference.com/boxscores/202303200CHO.html
"8:00 PM, March 20, 2023",HOU,GSW,50,55,108,121,https://www.basketball-reference.com/boxscores/202303200HOU.html
"8:00 PM, March 20, 2023",MEM,DAL,57,60,112,108,https://www.basketball-reference.com/boxscores/202303200MEM.html
"7:30 PM, March 20, 2023",NYK,MIN,70,79,134,140,https://www.basketball-reference.com/boxscores/202303200NYK.html
"7:00 PM, March 20, 2023",PHI,CHI,40,44,105,109,https://www.basketball-reference.com/boxscores/202303200PHI.html
"9:00 PM, March 20, 2023",UTA,SAC,68,52,128,120,https://www.basketball-reference.com/boxscores/202303200UTA.html
"7:30 PM, March 21, 2023",ATL,DET,66,59,129,107,https://www.basketball-reference.com/boxscores/202303210ATL.html
"7:30 PM, March 21, 2023",BRK,CLE,55,61,109,115,https://www.basketball-reference.com/boxscores/202303210BRK.html
"10:30 PM, March 21, 2023",LAC,OKC,51,56,100,101,https://www.basketball-reference.com/boxscores/202303210LAC.html
"8:00 PM, March 21, 2023",NOP,SAS,64,39,119,84,https://www.basketball-reference.com/boxscores/202303210NOP.html
"7:00 PM, March 21, 2023",ORL,WAS,60,56,122,112,https://www.basketball-reference.com/boxscores/202303210ORL.html
"10:00 PM, March 21, 2023",SAC,BOS,54,60,109,132,https://www.basketball-reference.com/boxscores/202303210SAC.html
"8:00 PM, March 22, 2023",CHI,PHI,48,76,91,116,https://www.basketball-reference.com/boxscores/202303220CHI.html
"7:30 PM, March 22, 2023",DAL,GSW,63,65,125,127,https://www.basketball-reference.com/boxscores/202303220DAL.html
"10:00 PM, March 22, 2023",LAL,PHO,59,52,122,111,https://www.basketball-reference.com/boxscores/202303220LAL.html
"8:00 PM, March 22, 2023",MEM,HOU,75,64,130,125,https://www.basketball-reference.com/boxscores/202303220MEM.html
"7:30 PM, March 22, 2023",MIA,NYK,64,61,127,120,https://www.basketball-reference.com/boxscores/202303220MIA.html
"8:00 PM, March 22, 2023",MIL,SAS,66,51,130,94,https://www.basketball-reference.com/boxscores/202303220MIL.html
"8:00 PM, March 22, 2023",MIN,ATL,67,62,125,124,https://www.basketball-reference.com/boxscores/202303220MIN.html
"7:30 PM, March 22, 2023",TOR,IND,52,58,114,118,https://www.basketball-reference.com/boxscores/202303220TOR.html
"9:00 PM, March 22, 2023",UTA,POR,56,68,115,127,https://www.basketball-reference.com/boxscores/202303220UTA.html
"7:00 PM, March 22, 2023",WAS,DEN,57,55,104,118,https://www.basketball-reference.com/boxscores/202303220WAS.html
"7:30 PM, March 23, 2023",BRK,CLE,61,60,114,116,https://www.basketball-reference.com/boxscores/202303230BRK.html
"10:30 PM, March 23, 2023",LAC,OKC,54,54,127,105,https://www.basketball-reference.com/boxscores/202303230LAC.html
"8:00 PM, March 23, 2023",NOP,CHO,62,57,115,96,https://www.basketball-reference.com/boxscores/202303230NOP.html
"7:00 PM, March 23, 2023",ORL,NYK,53,45,111,106,https://www.basketball-reference.com/boxscores/202303230ORL.html
"7:00 PM, March 24, 2023",BOS,IND,60,55,120,95,https://www.basketball-reference.com/boxscores/202303240BOS.html
"8:30 PM, March 24, 2023",DAL,CHO,55,69,109,117,https://www.basketball-reference.com/boxscores/202303240DAL.html
"10:00 PM, March 24, 2023",GSW,PHI,55,53,120,112,https://www.basketball-reference.com/boxscores/202303240GSW.html
"10:30 PM, March 24, 2023",LAL,OKC,74,66,116,111,https://www.basketball-reference.com/boxscores/202303240LAL.html
"8:00 PM, March 24, 2023",MEM,HOU,83,52,151,114,https://www.basketball-reference.com/boxscores/202303240MEM.html
"10:00 PM, March 24, 2023",POR,CHI,45,61,96,124,https://www.basketball-reference.com/boxscores/202303240POR.html
"10:00 PM, March 24, 2023",SAC,PHO,56,67,135,127,https://www.basketball-reference.com/boxscores/202303240SAC.html
"7:30 PM, March 24, 2023",TOR,DET,72,52,118,97,https://www.basketball-reference.com/boxscores/202303240TOR.html
"9:00 PM, March 24, 2023",UTA,MIL,58,72,116,144,https://www.basketball-reference.com/boxscores/202303240UTA.html
"7:00 PM, March 24, 2023",WAS,SAS,66,62,136,124,https://www.basketball-reference.com/boxscores/202303240WAS.html
"5:00 PM, March 25, 2023",ATL,IND,72,74,143,130,https://www.basketball-reference.com/boxscores/202303250ATL.html
"9:00 PM, March 25, 2023",DEN,MIL,63,66,129,106,https://www.basketball-reference.com/boxscores/202303250DEN.html
"10:30 PM, March 25, 2023",LAC,NOP,56,68,110,131,https://www.basketball-reference.com/boxscores/202303250LAC.html
"8:00 PM, March 25, 2023",MIA,BRK,69,65,100,129,https://www.basketball-reference.com/boxscores/202303250MIA.html
"10:00 PM, March 25, 2023",PHO,PHI,58,53,125,105,https://www.basketball-reference.com/boxscores/202303250PHO.html
"10:00 PM, March 25, 2023",SAC,UTA,55,61,121,113,https://www.basketball-reference.com/boxscores/202303250SAC.html
"6:00 PM, March 26, 2023",ATL,MEM,56,61,119,123,https://www.basketball-reference.com/boxscores/202303260ATL.html
"6:00 PM, March 26, 2023",BOS,SAS,68,58,137,93,https://www.basketball-reference.com/boxscores/202303260BOS.html
"1:00 PM, March 26, 2023",CHO,DAL,55,48,110,104,https://www.basketball-reference.com/boxscores/202303260CHO.html
"6:00 PM, March 26, 2023",CLE,HOU,60,43,108,91,https://www.basketball-reference.com/boxscores/202303260CLE.html
"8:30 PM, March 26, 2023",GSW,MIN,55,53,96,99,https://www.basketball-reference.com/boxscores/202303260GSW.html
"3:30 PM, March 26, 2023",LAL,CHI,55,63,108,118,https://www.basketball-reference.com/boxscores/202303260LAL.html
"6:00 PM, March 26, 2023",ORL,BRK,60,51,119,106,https://www.basketball-reference.com/boxscores/202303260ORL.html
"7:00 PM, March 26, 2023",POR,OKC,62,68,112,118,https://www.basketball-reference.com/boxscores/202303260POR.html
"6:00 PM, March 26, 2023",TOR,WAS,63,46,114,104,https://www.basketball-reference.com/boxscores/202303260TOR.html
"9:30 PM, March 27, 2023",DEN,PHI,61,57,116,111,https://www.basketball-reference.com/boxscores/202303270DEN.html
"7:00 PM, March 27, 2023",DET,MIL,51,57,117,126,https://www.basketball-reference.com/boxscores/202303270DET.html
"7:00 PM, March 27, 2023",IND,DAL,47,59,104,127,https://www.basketball-reference.com/boxscores/202303270IND.html
"10:30 PM, March 27, 2023",LAC,CHI,62,55,124,112,https://www.basketball-reference.com/boxscores/202303270LAC.html
"7:30 PM, March 27, 2023",NYK,HOU,66,61,137,115,https://www.basketball-reference.com/boxscores/202303270NYK.html
"10:00 PM, March 27, 2023",POR,NOP,35,58,90,124,https://www.basketball-reference.com/boxscores/202303270POR.html
"10:00 PM, March 27, 2023",SAC,MIN,58,57,115,119,https://www.basketball-reference.com/boxscores/202303270SAC.html
"9:00 PM, March 27, 2023",UTA,PHO,52,57,103,117,https://www.basketball-reference.com/boxscores/202303270UTA.html
"7:30 PM, March 28, 2023",ATL,CLE,59,51,120,118,https://www.basketball-reference.com/boxscores/202303280ATL.html
"10:00 PM, March 28, 2023",GSW,NOP,46,63,120,109,https://www.basketball-reference.com/boxscores/202303280GSW.html
"8:00 PM, March 28, 2023",MEM,ORL,59,44,113,108,https://www.basketball-reference.com/boxscores/202303280MEM.html
"8:00 PM, March 28, 2023",OKC,CHO,68,57,134,137,https://www.basketball-reference.com/boxscores/202303280OKC.html
"7:30 PM, March 28, 2023",TOR,MIA,53,47,106,92,https://www.basketball-reference.com/boxscores/202303280TOR.html
"7:00 PM, March 28, 2023",WAS,BOS,64,51,130,111,https://www.basketball-reference.com/boxscores/202303280WAS.html
"7:30 PM, March 29, 2023",BRK,HOU,54,55,123,114,https://www.basketball-reference.com/boxscores/202303290BRK.html
"8:00 PM, March 29, 2023",CHI,LAL,51,59,110,121,https://www.basketball-reference.com/boxscores/202303290CHI.html
"7:00 PM, March 29, 2023",IND,MIL,69,73,136,149,https://www.basketball-reference.com/boxscores/202303290IND.html
"8:00 PM, March 29, 2023",MEM,LAC,64,70,132,141,https://www.basketball-reference.com/boxscores/202303290MEM.html
"7:30 PM, March 29, 2023",NYK,MIA,48,46,101,92,https://www.basketball-reference.com/boxscores/202303290NYK.html
"8:00 PM, March 29, 2023",OKC,DET,54,56,107,106,https://www.basketball-reference.com/boxscores/202303290OKC.html
"7:30 PM, March 29, 2023",PHI,DAL,57,62,116,108,https://www.basketball-reference.com/boxscores/202303290PHI.html
"10:00 PM, March 29, 2023",PHO,MIN,48,51,107,100,https://www.basketball-reference.com/boxscores/202303290PHO.html
"10:00 PM, March 29, 2023",POR,SAC,46,50,80,120,https://www.basketball-reference.com/boxscores/202303290POR.html
"8:00 PM, March 29, 2023",SAS,UTA,62,64,117,128,https://www.basketball-reference.com/boxscores/202303290SAS.html
"10:00 PM, March 30, 2023",DEN,NOP,40,50,88,107,https://www.basketball-reference.com/boxscores/202303300DEN.html
"7:30 PM, March 30, 2023",MIL,BOS,47,75,99,140,https://www.basketball-reference.com/boxscores/202303300MIL.html
"7:30 PM, March 31, 2023",BOS,UTA,57,51,122,114,https://www.basketball-reference.com/boxscores/202303310BOS.html
"7:30 PM, March 31, 2023",BRK,ATL,59,55,124,107,https://www.basketball-reference.com/boxscores/202303310BRK.html
"7:00 PM, March 31, 2023",CHO,CHI,46,62,91,121,https://www.basketball-reference.com/boxscores/202303310CHO.html
"7:30 PM, March 31, 2023",CLE,NYK,72,79,116,130,https://www.basketball-reference.com/boxscores/202303310CLE.html
"10:00 PM, March 31, 2023",GSW,SAS,54,51,130,115,https://www.basketball-reference.com/boxscores/202303310GSW.html
"8:00 PM, March 31, 2023",HOU,DET,58,61,121,115,https://www.basketball-reference.com/boxscores/202303310HOU.html
"7:00 PM, March 31, 2023",IND,OKC,65,61,121,117,https://www.basketball-reference.com/boxscores/202303310IND.html
"8:00 PM, March 31, 2023",MEM,LAC,55,51,108,94,https://www.basketball-reference.com/boxscores/202303310MEM.html
"8:00 PM, March 31, 2023",MIN,LAL,65,55,111,123,https://www.basketball-reference.com/boxscores/202303310MIN.html
"7:00 PM, March 31, 2023",PHI,TOR,77,57,117,110,https://www.basketball-reference.com/boxscores/202303310PHI.html
"10:30 PM, March 31, 2023",PHO,DEN,60,40,100,93,https://www.basketball-reference.com/boxscores/202303310PHO.html
"10:00 PM, March 31, 2023",POR,SAC,59,71,114,138,https://www.basketball-reference.com/boxscores/202303310POR.html
"7:00 PM, March 31, 2023",WAS,ORL,63,60,109,116,https://www.basketball-reference.com/boxscores/202303310WAS.html
"7:30 PM, April 1, 2023",MIA,DAL,76,64,129,122,https://www.basketball-reference.com/boxscores/202304010MIA.html
"8:30 PM, April 1, 2023",NOP,LAC,55,56,122,114,https://www.basketball-reference.com/boxscores/202304010NOP.html
"6:00 PM, April 2, 2023",ATL,DAL,70,66,132,130,https://www.basketball-reference.com/boxscores/202304020ATL.html
"3:30 PM, April 2, 2023",BRK,UTA,53,42,111,110,https://www.basketball-reference.com/boxscores/202304020BRK.html
"3:30 PM, April 2, 2023",CHI,MEM,53,68,128,107,https://www.basketball-reference.com/boxscores/202304020CHI.html
"1:00 PM, April 2, 2023",CHO,TOR,52,67,108,128,https://www.basketball-reference.com/boxscores/202304020CHO.html
"8:00 PM, April 2, 2023",CLE,IND,59,61,115,105,https://www.basketball-reference.com/boxscores/202304020CLE.html
"8:30 PM, April 2, 2023",DEN,GSW,58,61,112,110,https://www.basketball-reference.com/boxscores/202304020DEN.html
"7:00 PM, April 2, 2023",HOU,LAL,60,70,109,134,https://www.basketball-reference.com/boxscores/202304020HOU.html
"8:00 PM, April 2, 2023",MIL,PHI,69,53,117,104,https://www.basketball-reference.com/boxscores/202304020MIL.html
"3:30 PM, April 2, 2023",MIN,POR,62,56,105,107,https://www.basketball-reference.com/boxscores/202304020MIN.html
"6:00 PM, April 2, 2023",NYK,WAS,53,61,118,109,https://www.basketball-reference.com/boxscores/202304020NYK.html
"7:00 PM, April 2, 2023",OKC,PHO,55,69,118,128,https://www.basketball-reference.com/boxscores/202304020OKC.html
"6:00 PM, April 2, 2023",ORL,DET,63,44,128,102,https://www.basketball-reference.com/boxscores/202304020ORL.html
"6:00 PM, April 2, 2023",SAC,SAS,58,63,134,142,https://www.basketball-reference.com/boxscores/202304020SAC.html
"7:30 PM, April 4, 2023",BRK,MIN,54,51,102,107,https://www.basketball-reference.com/boxscores/202304040BRK.html
"8:00 PM, April 4, 2023",CHI,ATL,53,65,105,123,https://www.basketball-reference.com/boxscores/202304040CHI.html
"7:00 PM, April 4, 2023",CHO,TOR,49,61,100,120,https://www.basketball-reference.com/boxscores/202304040CHO.html
"7:00 PM, April 4, 2023",DET,MIA,52,59,105,118,https://www.basketball-reference.com/boxscores/202304040DET.html
"10:00 PM, April 4, 2023",GSW,OKC,69,79,136,125,https://www.basketball-reference.com/boxscores/202304040GSW.html
"8:00 PM, April 4, 2023",HOU,DEN,56,59,124,103,https://www.basketball-reference.com/boxscores/202304040HOU.html
"8:00 PM, April 4, 2023",MEM,POR,66,62,119,109,https://www.basketball-reference.com/boxscores/202304040MEM.html
"8:00 PM, April 4, 2023",NOP,SAC,54,65,103,121,https://www.basketball-reference.com/boxscores/202304040NOP.html
"7:00 PM, April 4, 2023",ORL,CLE,59,58,113,117,https://www.basketball-reference.com/boxscores/202304040ORL.html
"8:00 PM, April 4, 2023",PHI,BOS,53,46,103,101,https://www.basketball-reference.com/boxscores/202304040PHI.html
"10:00 PM, April 4, 2023",PHO,SAS,69,51,115,94,https://www.basketball-reference.com/boxscores/202304040PHO.html
"9:00 PM, April 4, 2023",UTA,LAL,57,68,133,135,https://www.basketball-reference.com/boxscores/202304040UTA.html
"7:00 PM, April 4, 2023",WAS,MIL,62,75,128,140,https://www.basketball-reference.com/boxscores/202304040WAS.html
"7:30 PM, April 5, 2023",ATL,WAS,67,60,134,116,https://www.basketball-reference.com/boxscores/202304050ATL.html
